ROUTE_SURVEYED,TIME_ON,COUNT,CHART_TYPE
MARTA 81,MID6 2:00 pm - 3:00 pm,51.86,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 101,PM2 4:00 pm - 5:00 pm,51.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,MID5 1:00 pm - 2:00 pm,51.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,PM1 3:00 pm - 4:00 pm,51.71,ROUTE SURVEYED BY TIME PERIOD
SRTA 412,PM1 3:00 pm - 4:00 pm,51.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,MID4 12:00 noon - 1:00 pm,51.69,ROUTE SURVEYED BY TIME PERIOD
MARTA 5,MID5 1:00 pm - 2:00 pm,51.68,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,PM3 5:00 pm - 6:00 pm,51.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 193,MID6 2:00 pm - 3:00 pm,51.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,AM5 8:00 am - 9:00 am,51.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,PM4 6:00 pm - 7:00 pm,51.59,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,MID6 2:00 pm - 3:00 pm,51.58,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,PM5 7:00 pm - 8:00 pm,51.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,MID1 9:00 am - 10:00 am,51.55,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,MID5 1:00 pm - 2:00 pm,51.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,MID2 10:00 am - 11:00 am,51.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,AM5 8:00 am - 9:00 am,51.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,PM4 6:00 pm - 7:00 pm,51.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 196,PM7 9:00 pm - 10:00 pm,51.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,AM4 7:00 am - 8:00 am,51.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,MID5 1:00 pm - 2:00 pm,51.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,PM7 9:00 pm - 10:00 pm,51.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,MID3 11:00 am - 12:00 noon,51.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,MID3 11:00 am - 12:00 noon,51.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,AM3 6:00 am - 7:00 am,51,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,PM7 9:00 pm - 10:00 pm,50.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 82,AM3 6:00 am - 7:00 am,50.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,PM3 5:00 pm - 6:00 pm,50.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,PM2 4:00 pm - 5:00 pm,50.88,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 25,PM3 5:00 pm - 6:00 pm,50.85,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 30,PM2 4:00 pm - 5:00 pm,50.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,AM3 6:00 am - 7:00 am,50.82,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,AM4 7:00 am - 8:00 am,50.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,PM3 5:00 pm - 6:00 pm,50.69,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,MID2 10:00 am - 11:00 am,50.66,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,PM1 3:00 pm - 4:00 pm,50.58,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,MID5 1:00 pm - 2:00 pm,50.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,PM3 5:00 pm - 6:00 pm,50.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,MID5 1:00 pm - 2:00 pm,50.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,PM6 8:00 pm - 9:00 pm,50.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,MID2 10:00 am - 11:00 am,50.35,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,AM2 5:00 am - 6:00 am,50.33,ROUTE SURVEYED BY TIME PERIOD
MARTA 95,AM2 5:00 am - 6:00 am,50.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,AM3 6:00 am - 7:00 am,50.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,AM4 7:00 am - 8:00 am,50.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,PM6 8:00 pm - 9:00 pm,50.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,AM2 5:00 am - 6:00 am,50,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,MID4 12:00 noon - 1:00 pm,49.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,PM1 3:00 pm - 4:00 pm,49.92,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,MID2 10:00 am - 11:00 am,49.82,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,AM5 8:00 am - 9:00 am,49.82,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,MID3 11:00 am - 12:00 noon,49.75,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,MID1 9:00 am - 10:00 am,49.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,MID4 12:00 noon - 1:00 pm,49.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,PM5 7:00 pm - 8:00 pm,49.38,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,PM1 3:00 pm - 4:00 pm,49.13,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,PM2 4:00 pm - 5:00 pm,49.13,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,MID3 11:00 am - 12:00 noon,49.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,PM2 4:00 pm - 5:00 pm,49.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,PM1 3:00 pm - 4:00 pm,48.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,AM4 7:00 am - 8:00 am,48.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,MID5 1:00 pm - 2:00 pm,48.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,MID1 9:00 am - 10:00 am,48.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 87,AM4 7:00 am - 8:00 am,48.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,PM4 6:00 pm - 7:00 pm,48.63,ROUTE SURVEYED BY TIME PERIOD
MARTA 84,PM1 3:00 pm - 4:00 pm,48.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,PM4 6:00 pm - 7:00 pm,48.58,ROUTE SURVEYED BY TIME PERIOD
MARTA 82,PM7 9:00 pm - 10:00 pm,48.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,MID4 12:00 noon - 1:00 pm,48.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,AM3 6:00 am - 7:00 am,48.51,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,PM5 7:00 pm - 8:00 pm,48.48,ROUTE SURVEYED BY TIME PERIOD
MARTA 181,PM4 6:00 pm - 7:00 pm,48.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,AM3 6:00 am - 7:00 am,48.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,AM4 7:00 am - 8:00 am,48.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 193,MID3 11:00 am - 12:00 noon,48.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,AM5 8:00 am - 9:00 am,48.36,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,PM5 7:00 pm - 8:00 pm,48.21,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,AM5 8:00 am - 9:00 am,48.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 82,PM6 8:00 pm - 9:00 pm,48.18,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 30,AM2 5:00 am - 6:00 am,47.97,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,PM3 5:00 pm - 6:00 pm,47.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,MID5 1:00 pm - 2:00 pm,47.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,PM4 6:00 pm - 7:00 pm,47.86,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,AM4 7:00 am - 8:00 am,47.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,PM3 5:00 pm - 6:00 pm,47.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,PM3 5:00 pm - 6:00 pm,47.82,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,MID1 9:00 am - 10:00 am,47.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,PM3 5:00 pm - 6:00 pm,47.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,PM2 4:00 pm - 5:00 pm,47.61,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,PM6 8:00 pm - 9:00 pm,47.61,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,PM5 7:00 pm - 8:00 pm,47.59,ROUTE SURVEYED BY TIME PERIOD
Atlanta Streetcar WESTBOUND,MID4 12:00 noon - 1:00 pm,47.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,MID1 9:00 am - 10:00 am,47.48,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,MID4 12:00 noon - 1:00 pm,47.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,MID4 12:00 noon - 1:00 pm,47.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 115,MID5 1:00 pm - 2:00 pm,47.4,ROUTE SURVEYED BY TIME PERIOD
MARTA 107,PM7 9:00 pm - 10:00 pm,47.37,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,AM5 8:00 am - 9:00 am,47.33,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,MID2 10:00 am - 11:00 am,47.31,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 30,MID3 11:00 am - 12:00 noon,47.28,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,PM1 3:00 pm - 4:00 pm,47.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,MID2 10:00 am - 11:00 am,47.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,AM5 8:00 am - 9:00 am,47.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,PM4 6:00 pm - 7:00 pm,47.14,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,PM2 4:00 pm - 5:00 pm,47.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,AM2 5:00 am - 6:00 am,46.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,AM5 8:00 am - 9:00 am,46.86,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,MID3 11:00 am - 12:00 noon,46.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,PM3 5:00 pm - 6:00 pm,46.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,PM2 4:00 pm - 5:00 pm,46.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,PM1 3:00 pm - 4:00 pm,46.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,MID5 1:00 pm - 2:00 pm,46.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,AM5 8:00 am - 9:00 am,46.58,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,PM2 4:00 pm - 5:00 pm,46.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 19,PM3 5:00 pm - 6:00 pm,46.5,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,PM5 7:00 pm - 8:00 pm,46.48,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,PM6 8:00 pm - 9:00 pm,46.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,AM3 6:00 am - 7:00 am,46.38,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,AM4 7:00 am - 8:00 am,46.25,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,PM1 3:00 pm - 4:00 pm,46.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,MID4 12:00 noon - 1:00 pm,46.14,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,PM5 7:00 pm - 8:00 pm,46.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,PM3 5:00 pm - 6:00 pm,46.01,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 25,MID3 11:00 am - 12:00 noon,46,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,PM3 5:00 pm - 6:00 pm,45.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,AM2 5:00 am - 6:00 am,45.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,PM5 7:00 pm - 8:00 pm,45.92,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,PM7 9:00 pm - 10:00 pm,45.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,MID2 10:00 am - 11:00 am,45.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,MID1 9:00 am - 10:00 am,45.82,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,PM2 4:00 pm - 5:00 pm,45.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,MID1 9:00 am - 10:00 am,45.61,ROUTE SURVEYED BY TIME PERIOD
MARTA 899,MID1 9:00 am - 10:00 am,45.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,AM5 8:00 am - 9:00 am,45.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,MID2 10:00 am - 11:00 am,45.3,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,MID3 11:00 am - 12:00 noon,45.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 87,PM7 9:00 pm - 10:00 pm,45.25,ROUTE SURVEYED BY TIME PERIOD
MARTA 71,PM7 9:00 pm - 10:00 pm,45.21,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,AM5 8:00 am - 9:00 am,45.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,PM1 3:00 pm - 4:00 pm,45.14,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,PM1 3:00 pm - 4:00 pm,45.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,PM1 3:00 pm - 4:00 pm,45.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,MID2 10:00 am - 11:00 am,44.95,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,PM2 4:00 pm - 5:00 pm,44.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,PM5 7:00 pm - 8:00 pm,44.67,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,AM4 7:00 am - 8:00 am,44.61,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,AM4 7:00 am - 8:00 am,44.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,PM4 6:00 pm - 7:00 pm,44.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,AM2 5:00 am - 6:00 am,44.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,MID5 1:00 pm - 2:00 pm,44.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,PM4 6:00 pm - 7:00 pm,44.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,PM6 8:00 pm - 9:00 pm,44.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,AM4 7:00 am - 8:00 am,44.38,ROUTE SURVEYED BY TIME PERIOD
MARTA 21,MID5 1:00 pm - 2:00 pm,44.32,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,PM2 4:00 pm - 5:00 pm,44.3,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,AM5 8:00 am - 9:00 am,44.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,PM5 7:00 pm - 8:00 pm,44.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,AM2 5:00 am - 6:00 am,44.13,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,PM3 5:00 pm - 6:00 pm,44.05,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,MID1 9:00 am - 10:00 am,43.87,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,AM4 7:00 am - 8:00 am,43.85,ROUTE SURVEYED BY TIME PERIOD
SRTA 431,PM3 5:00 pm - 6:00 pm,43.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,MID5 1:00 pm - 2:00 pm,43.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,PM2 4:00 pm - 5:00 pm,43.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,PM6 8:00 pm - 9:00 pm,43.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,MID4 12:00 noon - 1:00 pm,43.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,AM2 5:00 am - 6:00 am,43.51,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,PM2 4:00 pm - 5:00 pm,43.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 186,MID4 12:00 noon - 1:00 pm,43.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,AM4 7:00 am - 8:00 am,43.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,PM3 5:00 pm - 6:00 pm,43.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,PM3 5:00 pm - 6:00 pm,43.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,PM7 9:00 pm - 10:00 pm,43.27,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,AM5 8:00 am - 9:00 am,43.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,PM2 4:00 pm - 5:00 pm,43.2,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,AM5 8:00 am - 9:00 am,43.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 89,PM8 10:00 pm - 11:00 pm,43.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 899,PM2 4:00 pm - 5:00 pm,43.17,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,AM3 6:00 am - 7:00 am,43.15,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,MID4 12:00 noon - 1:00 pm,43.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,MID6 2:00 pm - 3:00 pm,43.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,PM5 7:00 pm - 8:00 pm,42.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,PM3 5:00 pm - 6:00 pm,42.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,MID1 9:00 am - 10:00 am,42.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,PM7 9:00 pm - 10:00 pm,42.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,MID6 2:00 pm - 3:00 pm,42.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,PM3 5:00 pm - 6:00 pm,42.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 221,PM1 3:00 pm - 4:00 pm,42.79,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 35,AM3 6:00 am - 7:00 am,42.77,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,MID3 11:00 am - 12:00 noon,42.77,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,PM1 3:00 pm - 4:00 pm,42.76,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 110,AM4 7:00 am - 8:00 am,42.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,MID2 10:00 am - 11:00 am,42.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,MID5 1:00 pm - 2:00 pm,42.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,AM5 8:00 am - 9:00 am,42.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,MID3 11:00 am - 12:00 noon,42.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 107,AM1 Before 5:00 am,42.55,ROUTE SURVEYED BY TIME PERIOD
MARTA 180,MID5 1:00 pm - 2:00 pm,42.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,MID6 2:00 pm - 3:00 pm,42.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,AM3 6:00 am - 7:00 am,42.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 39,AM1 Before 5:00 am,42.35,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,MID6 2:00 pm - 3:00 pm,42.31,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,MID1 9:00 am - 10:00 am,42.27,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,MID1 9:00 am - 10:00 am,42.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,PM1 3:00 pm - 4:00 pm,42.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,AM4 7:00 am - 8:00 am,42.14,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,MID5 1:00 pm - 2:00 pm,42.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,MID1 9:00 am - 10:00 am,41.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,AM5 8:00 am - 9:00 am,41.91,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,MID3 11:00 am - 12:00 noon,41.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,AM3 6:00 am - 7:00 am,41.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,AM3 6:00 am - 7:00 am,41.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,MID6 2:00 pm - 3:00 pm,41.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,PM5 7:00 pm - 8:00 pm,41.55,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,PM3 5:00 pm - 6:00 pm,41.4,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,PM3 5:00 pm - 6:00 pm,41.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,AM4 7:00 am - 8:00 am,41.35,ROUTE SURVEYED BY TIME PERIOD
Atlanta Streetcar EASTBOUND,PM4 6:00 pm - 7:00 pm,41.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,AM5 8:00 am - 9:00 am,41.24,ROUTE SURVEYED BY TIME PERIOD
Atlanta Streetcar EASTBOUND,PM3 5:00 pm - 6:00 pm,41.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,AM3 6:00 am - 7:00 am,41.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,MID3 11:00 am - 12:00 noon,41.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,MID4 12:00 noon - 1:00 pm,41.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,PM2 4:00 pm - 5:00 pm,41.1,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,AM2 5:00 am - 6:00 am,41.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,MID6 2:00 pm - 3:00 pm,41.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,AM4 7:00 am - 8:00 am,40.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,PM5 7:00 pm - 8:00 pm,40.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,MID4 12:00 noon - 1:00 pm,40.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,MID3 11:00 am - 12:00 noon,40.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,PM7 9:00 pm - 10:00 pm,40.7,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 20,MID5 1:00 pm - 2:00 pm,40.64,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 30,MID1 9:00 am - 10:00 am,40.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 19,PM4 6:00 pm - 7:00 pm,40.27,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,AM5 8:00 am - 9:00 am,40.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 193,MID5 1:00 pm - 2:00 pm,40.21,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,PM2 4:00 pm - 5:00 pm,40.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,PM3 5:00 pm - 6:00 pm,40.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,MID4 12:00 noon - 1:00 pm,40.05,ROUTE SURVEYED BY TIME PERIOD
SRTA 400,PM2 4:00 pm - 5:00 pm,40.05,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,PM1 3:00 pm - 4:00 pm,40.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,MID2 10:00 am - 11:00 am,40.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,PM3 5:00 pm - 6:00 pm,40.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 19,PM2 4:00 pm - 5:00 pm,39.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,MID2 10:00 am - 11:00 am,39.91,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,MID4 12:00 noon - 1:00 pm,39.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,AM4 7:00 am - 8:00 am,39.85,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 103,AM2 5:00 am - 6:00 am,39.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,PM4 6:00 pm - 7:00 pm,39.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,PM4 6:00 pm - 7:00 pm,39.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,MID1 9:00 am - 10:00 am,39.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 899,AM5 8:00 am - 9:00 am,39.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,PM5 7:00 pm - 8:00 pm,39.63,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,PM2 4:00 pm - 5:00 pm,39.59,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,PM6 8:00 pm - 9:00 pm,39.5,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,AM5 8:00 am - 9:00 am,39.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 51,MID2 10:00 am - 11:00 am,39.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,AM3 6:00 am - 7:00 am,39.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,MID1 9:00 am - 10:00 am,39.31,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,AM3 6:00 am - 7:00 am,39.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,PM2 4:00 pm - 5:00 pm,39.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 221,PM2 4:00 pm - 5:00 pm,39.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,MID1 9:00 am - 10:00 am,39.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,PM5 7:00 pm - 8:00 pm,39.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,MID2 10:00 am - 11:00 am,39.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,MID2 10:00 am - 11:00 am,39.06,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 30,PM7 9:00 pm - 10:00 pm,38.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,AM2 5:00 am - 6:00 am,38.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,AM3 6:00 am - 7:00 am,38.95,ROUTE SURVEYED BY TIME PERIOD
