ROUTE_SURVEYED,TIME_ON,COUNT,CHART_TYPE
MARTA 32,MID3 11:00 am - 12:00 noon,29.05,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,PM1 3:00 pm - 4:00 pm,29.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,PM1 3:00 pm - 4:00 pm,29.03,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 40,PM1 3:00 pm - 4:00 pm,29.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,PM7 9:00 pm - 10:00 pm,29.01,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,PM4 6:00 pm - 7:00 pm,28.99,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,MID1 9:00 am - 10:00 am,28.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,PM1 3:00 pm - 4:00 pm,28.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,PM6 8:00 pm - 9:00 pm,28.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,AM3 6:00 am - 7:00 am,28.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,MID6 2:00 pm - 3:00 pm,28.64,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 20,AM5 8:00 am - 9:00 am,28.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,PM4 6:00 pm - 7:00 pm,28.59,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,MID6 2:00 pm - 3:00 pm,28.49,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 40,PM2 4:00 pm - 5:00 pm,28.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,MID6 2:00 pm - 3:00 pm,28.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,PM1 3:00 pm - 4:00 pm,28.4,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,PM1 3:00 pm - 4:00 pm,28.36,ROUTE SURVEYED BY TIME PERIOD
MARTA 73,PM8 10:00 pm - 11:00 pm,28.36,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 103,PM5 7:00 pm - 8:00 pm,28.35,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,AM2 5:00 am - 6:00 am,28.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,PM5 7:00 pm - 8:00 pm,28.25,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,PM1 3:00 pm - 4:00 pm,28.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,MID6 2:00 pm - 3:00 pm,28.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 899,PM4 6:00 pm - 7:00 pm,28.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,MID1 9:00 am - 10:00 am,28.02,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 30,AM5 8:00 am - 9:00 am,27.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,MID3 11:00 am - 12:00 noon,27.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,PM3 5:00 pm - 6:00 pm,27.92,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,PM5 7:00 pm - 8:00 pm,27.87,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 45,MID4 12:00 noon - 1:00 pm,27.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,PM5 7:00 pm - 8:00 pm,27.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,MID1 9:00 am - 10:00 am,27.74,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,AM3 6:00 am - 7:00 am,27.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,MID5 1:00 pm - 2:00 pm,27.67,ROUTE SURVEYED BY TIME PERIOD
MARTA 196,AM1 Before 5:00 am,27.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 180,MID4 12:00 noon - 1:00 pm,27.54,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,MID3 11:00 am - 12:00 noon,27.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,MID5 1:00 pm - 2:00 pm,27.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,MID3 11:00 am - 12:00 noon,27.52,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,AM4 7:00 am - 8:00 am,27.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 19,PM6 8:00 pm - 9:00 pm,27.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,PM6 8:00 pm - 9:00 pm,27.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 71,AM1 Before 5:00 am,27.39,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,MID2 10:00 am - 11:00 am,27.3,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,MID1 9:00 am - 10:00 am,27.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,MID2 10:00 am - 11:00 am,27.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,PM3 5:00 pm - 6:00 pm,27.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,PM7 9:00 pm - 10:00 pm,27.17,ROUTE SURVEYED BY TIME PERIOD
MARTA 193,PM7 9:00 pm - 10:00 pm,27.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,AM5 8:00 am - 9:00 am,27.1,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 35,PM1 3:00 pm - 4:00 pm,27.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,PM4 6:00 pm - 7:00 pm,26.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 15,PM7 9:00 pm - 10:00 pm,26.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,MID1 9:00 am - 10:00 am,26.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,MID3 11:00 am - 12:00 noon,26.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,AM4 7:00 am - 8:00 am,26.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,MID2 10:00 am - 11:00 am,26.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,MID4 12:00 noon - 1:00 pm,26.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,MID5 1:00 pm - 2:00 pm,26.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,PM5 7:00 pm - 8:00 pm,26.52,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,MID4 12:00 noon - 1:00 pm,26.48,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,PM4 6:00 pm - 7:00 pm,26.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 865,PM3 5:00 pm - 6:00 pm,26.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,PM4 6:00 pm - 7:00 pm,26.41,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10B,MID1 9:00 am - 10:00 am,26.31,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,MID1 9:00 am - 10:00 am,26.21,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,AM5 8:00 am - 9:00 am,26.18,ROUTE SURVEYED BY TIME PERIOD
SRTA 423,PM4 6:00 pm - 7:00 pm,26.17,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,MID6 2:00 pm - 3:00 pm,26.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,PM2 4:00 pm - 5:00 pm,26.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,PM5 7:00 pm - 8:00 pm,26.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,PM4 6:00 pm - 7:00 pm,26.05,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,PM7 9:00 pm - 10:00 pm,26.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,PM7 9:00 pm - 10:00 pm,26.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,MID3 11:00 am - 12:00 noon,25.98,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10B,PM2 4:00 pm - 5:00 pm,25.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,AM2 5:00 am - 6:00 am,25.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,MID6 2:00 pm - 3:00 pm,25.85,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 101,PM4 6:00 pm - 7:00 pm,25.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,AM2 5:00 am - 6:00 am,25.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,PM8 10:00 pm - 11:00 pm,25.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,AM2 5:00 am - 6:00 am,25.68,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,AM5 8:00 am - 9:00 am,25.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,MID6 2:00 pm - 3:00 pm,25.63,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,MID1 9:00 am - 10:00 am,25.55,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,AM5 8:00 am - 9:00 am,25.54,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,PM6 8:00 pm - 9:00 pm,25.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,AM3 6:00 am - 7:00 am,25.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 104,PM4 6:00 pm - 7:00 pm,25.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,PM1 3:00 pm - 4:00 pm,25.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,AM5 8:00 am - 9:00 am,25.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,PM1 3:00 pm - 4:00 pm,25.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 21,PM7 9:00 pm - 10:00 pm,25.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,PM9 11:00 pm and later,25.25,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,MID1 9:00 am - 10:00 am,25.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,AM5 8:00 am - 9:00 am,25.18,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10B,PM1 3:00 pm - 4:00 pm,25.17,ROUTE SURVEYED BY TIME PERIOD
MARTA 181,MID4 12:00 noon - 1:00 pm,25.15,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,MID1 9:00 am - 10:00 am,25.13,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,PM6 8:00 pm - 9:00 pm,25.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,AM3 6:00 am - 7:00 am,25.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,PM6 8:00 pm - 9:00 pm,24.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,PM4 6:00 pm - 7:00 pm,24.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,PM6 8:00 pm - 9:00 pm,24.98,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 25,AM3 6:00 am - 7:00 am,24.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,PM7 9:00 pm - 10:00 pm,24.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,MID5 1:00 pm - 2:00 pm,24.9,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 40,MID1 9:00 am - 10:00 am,24.88,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 40,MID2 10:00 am - 11:00 am,24.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,PM7 9:00 pm - 10:00 pm,24.82,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,AM3 6:00 am - 7:00 am,24.74,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,PM3 5:00 pm - 6:00 pm,24.67,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,PM1 3:00 pm - 4:00 pm,24.62,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,AM4 7:00 am - 8:00 am,24.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,PM3 5:00 pm - 6:00 pm,24.53,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,MID3 11:00 am - 12:00 noon,24.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,AM4 7:00 am - 8:00 am,24.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,MID6 2:00 pm - 3:00 pm,24.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,MID6 2:00 pm - 3:00 pm,24.36,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,MID2 10:00 am - 11:00 am,24.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,MID3 11:00 am - 12:00 noon,24.28,ROUTE SURVEYED BY TIME PERIOD
MARTA 899,MID6 2:00 pm - 3:00 pm,24.28,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,PM3 5:00 pm - 6:00 pm,24.26,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,AM4 7:00 am - 8:00 am,24.25,ROUTE SURVEYED BY TIME PERIOD
MARTA 19,PM7 9:00 pm - 10:00 pm,24.25,ROUTE SURVEYED BY TIME PERIOD
SRTA 423,PM2 4:00 pm - 5:00 pm,24.15,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,MID3 11:00 am - 12:00 noon,24.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,MID3 11:00 am - 12:00 noon,24.1,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 20,PM3 5:00 pm - 6:00 pm,23.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,AM3 6:00 am - 7:00 am,23.98,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 101,AM4 7:00 am - 8:00 am,23.94,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 25,PM1 3:00 pm - 4:00 pm,23.91,ROUTE SURVEYED BY TIME PERIOD
MARTA 83,AM1 Before 5:00 am,23.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,MID5 1:00 pm - 2:00 pm,23.83,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 20,MID2 10:00 am - 11:00 am,23.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,MID3 11:00 am - 12:00 noon,23.77,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,AM4 7:00 am - 8:00 am,23.75,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,MID2 10:00 am - 11:00 am,23.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,AM2 5:00 am - 6:00 am,23.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,PM5 7:00 pm - 8:00 pm,23.67,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,AM2 5:00 am - 6:00 am,23.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,AM5 8:00 am - 9:00 am,23.54,ROUTE SURVEYED BY TIME PERIOD
MARTA 55,MID4 12:00 noon - 1:00 pm,23.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 121,PM8 10:00 pm - 11:00 pm,23.48,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,PM3 5:00 pm - 6:00 pm,23.44,ROUTE SURVEYED BY TIME PERIOD
SRTA 414,PM3 5:00 pm - 6:00 pm,23.38,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 20,PM4 6:00 pm - 7:00 pm,23.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,PM6 8:00 pm - 9:00 pm,23.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,PM7 9:00 pm - 10:00 pm,23.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,PM2 4:00 pm - 5:00 pm,23.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,PM7 9:00 pm - 10:00 pm,23.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 107,PM9 11:00 pm and later,23.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,PM6 8:00 pm - 9:00 pm,23.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,PM7 9:00 pm - 10:00 pm,23.16,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,PM4 6:00 pm - 7:00 pm,23.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,PM1 3:00 pm - 4:00 pm,23.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,PM5 7:00 pm - 8:00 pm,23.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,PM4 6:00 pm - 7:00 pm,23.05,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 100,AM2 5:00 am - 6:00 am,23.05,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,AM5 8:00 am - 9:00 am,23.01,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,AM3 6:00 am - 7:00 am,22.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,PM7 9:00 pm - 10:00 pm,22.95,ROUTE SURVEYED BY TIME PERIOD
MARTA 51,AM1 Before 5:00 am,22.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 25,PM5 7:00 pm - 8:00 pm,22.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,MID2 10:00 am - 11:00 am,22.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,PM3 5:00 pm - 6:00 pm,22.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 150,PM4 6:00 pm - 7:00 pm,22.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,MID6 2:00 pm - 3:00 pm,22.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,AM5 8:00 am - 9:00 am,22.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,PM7 9:00 pm - 10:00 pm,22.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,MID2 10:00 am - 11:00 am,22.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,MID2 10:00 am - 11:00 am,22.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,AM1 Before 5:00 am,22.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,PM1 3:00 pm - 4:00 pm,22.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,MID4 12:00 noon - 1:00 pm,22.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,PM3 5:00 pm - 6:00 pm,22.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,PM5 7:00 pm - 8:00 pm,22.47,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 25,AM4 7:00 am - 8:00 am,22.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,PM5 7:00 pm - 8:00 pm,22.38,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,PM6 8:00 pm - 9:00 pm,22.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,AM5 8:00 am - 9:00 am,22.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,PM1 3:00 pm - 4:00 pm,22.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 823,MID3 11:00 am - 12:00 noon,22.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,PM3 5:00 pm - 6:00 pm,22.1,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,AM1 Before 5:00 am,22.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,PM4 6:00 pm - 7:00 pm,22.03,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 40,PM1 3:00 pm - 4:00 pm,22.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,AM3 6:00 am - 7:00 am,22,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,AM5 8:00 am - 9:00 am,21.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,PM3 5:00 pm - 6:00 pm,21.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,PM7 9:00 pm - 10:00 pm,21.92,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,AM2 5:00 am - 6:00 am,21.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,MID6 2:00 pm - 3:00 pm,21.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 865,AM3 6:00 am - 7:00 am,21.82,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10B,AM3 6:00 am - 7:00 am,21.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 865,MID5 1:00 pm - 2:00 pm,21.77,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,PM6 8:00 pm - 9:00 pm,21.74,ROUTE SURVEYED BY TIME PERIOD
MARTA 78,PM8 10:00 pm - 11:00 pm,21.69,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,MID3 11:00 am - 12:00 noon,21.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,AM3 6:00 am - 7:00 am,21.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 143,MID6 2:00 pm - 3:00 pm,21.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,PM6 8:00 pm - 9:00 pm,21.46,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,PM3 5:00 pm - 6:00 pm,21.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,MID5 1:00 pm - 2:00 pm,21.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,AM5 8:00 am - 9:00 am,21.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,MID5 1:00 pm - 2:00 pm,21.34,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 10,MID3 11:00 am - 12:00 noon,21.3,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 10,MID4 12:00 noon - 1:00 pm,21.3,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 10,PM2 4:00 pm - 5:00 pm,21.3,ROUTE SURVEYED BY TIME PERIOD
CobbLINC GREEN CIRCULATOR,PM5 7:00 pm - 8:00 pm,21.17,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 35,MID6 2:00 pm - 3:00 pm,21.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,PM5 7:00 pm - 8:00 pm,21.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,PM6 8:00 pm - 9:00 pm,21.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,MID3 11:00 am - 12:00 noon,21.01,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,MID2 10:00 am - 11:00 am,21,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,MID6 2:00 pm - 3:00 pm,21,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,MID6 2:00 pm - 3:00 pm,20.99,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 103,MID1 9:00 am - 10:00 am,20.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 84,MID5 1:00 pm - 2:00 pm,20.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,MID2 10:00 am - 11:00 am,20.92,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,MID1 9:00 am - 10:00 am,20.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,PM4 6:00 pm - 7:00 pm,20.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,PM7 9:00 pm - 10:00 pm,20.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,PM9 11:00 pm and later,20.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,PM1 3:00 pm - 4:00 pm,20.77,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,MID1 9:00 am - 10:00 am,20.75,ROUTE SURVEYED BY TIME PERIOD
SRTA 428,PM2 4:00 pm - 5:00 pm,20.75,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,MID5 1:00 pm - 2:00 pm,20.74,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 40,PM3 5:00 pm - 6:00 pm,20.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,MID4 12:00 noon - 1:00 pm,20.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 25,AM5 8:00 am - 9:00 am,20.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,MID4 12:00 noon - 1:00 pm,20.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,MID1 9:00 am - 10:00 am,20.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 78,MID4 12:00 noon - 1:00 pm,20.64,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 45,AM4 7:00 am - 8:00 am,20.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,PM4 6:00 pm - 7:00 pm,20.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,AM5 8:00 am - 9:00 am,20.58,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,AM1 Before 5:00 am,20.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,MID3 11:00 am - 12:00 noon,20.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,AM3 6:00 am - 7:00 am,20.38,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 20,MID4 12:00 noon - 1:00 pm,20.36,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,MID4 12:00 noon - 1:00 pm,20.35,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,AM1 Before 5:00 am,20.34,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 110,PM3 5:00 pm - 6:00 pm,20.32,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,MID2 10:00 am - 11:00 am,20.3,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,PM6 8:00 pm - 9:00 pm,20.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 856,AM4 7:00 am - 8:00 am,20.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,PM6 8:00 pm - 9:00 pm,20.2,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 35,PM3 5:00 pm - 6:00 pm,20.17,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,PM6 8:00 pm - 9:00 pm,20.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,PM7 9:00 pm - 10:00 pm,20.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,MID4 12:00 noon - 1:00 pm,20.15,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 20,PM1 3:00 pm - 4:00 pm,20.1,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,AM5 8:00 am - 9:00 am,20.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,PM5 7:00 pm - 8:00 pm,20.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,MID6 2:00 pm - 3:00 pm,20.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,AM4 7:00 am - 8:00 am,20,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,PM6 8:00 pm - 9:00 pm,19.95,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 35,AM5 8:00 am - 9:00 am,19.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,PM5 7:00 pm - 8:00 pm,19.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 133,PM3 5:00 pm - 6:00 pm,19.91,ROUTE SURVEYED BY TIME PERIOD
MARTA 133,MID3 11:00 am - 12:00 noon,19.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,AM2 5:00 am - 6:00 am,19.83,ROUTE SURVEYED BY TIME PERIOD
